_time,Unit-Name,new-email,message,Agent,Location
2016-11-18T06:26:54.638-0500,Academic_Unit1,User6216@virginia.edu,Submitted Data,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",On Grounds
2016-11-18T06:26:52.712-0500,Academic_Unit1,User8717@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T06:26:49.492-0500,Academic_Unit1,User6365@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",Off Grounds
2016-11-18T06:26:48.154-0500,Academic_Unit1,User8717@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T06:26:46.320-0500,Academic_Unit1,User6216@virginia.edu,Clicked Link,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",On Grounds
2016-11-18T06:26:42.452-0500,Academic_Unit1,User4014@virginia.edu,Submitted Data,"Mozilla/5.0 (iPad; CPU OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",Off Grounds
2016-11-18T06:26:39.751-0500,Academic_Unit1,User243@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",Off Grounds
2016-11-18T06:26:38.916-0500,Academic_Unit1,User1064@virginia.edu,Submitted Data,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1",Off Grounds
2016-11-18T06:26:36.285-0500,Academic_Unit1,User6125@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G36",Off Grounds
2016-11-18T06:26:33.949-0500,Academic_Unit1,User6125@virginia.edu,Email Opened,,
2016-11-18T06:26:32.299-0500,Academic_Unit1,User1096@virginia.edu,Email Opened,,
2016-11-18T06:26:30.697-0500,Academic_Unit1,User4014@virginia.edu,Clicked Link,"Mozilla/5.0 (iPad; CPU OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",Off Grounds
2016-11-18T06:26:29.645-0500,Academic_Unit1,User7344@virginia.edu,Email Opened,,
2016-11-18T06:26:27.836-0500,Academic_Unit1,User243@virginia.edu,Email Opened,,
2016-11-18T06:26:27.279-0500,Academic_Unit1,User5301@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Off Grounds
2016-11-18T06:26:19.733-0500,Academic_Unit1,User2412@virginia.edu,Email Opened,,
2016-11-18T06:26:19.139-0500,Academic_Unit1,User6229@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T06:26:19.019-0500,Academic_Unit1,User1064@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1",Off Grounds
2016-11-18T06:26:13.416-0500,Academic_Unit1,User3963@virginia.edu,Email Opened,,
2016-11-18T06:26:09.905-0500,Academic_Unit1,User4014@virginia.edu,Email Opened,,
2016-11-18T06:26:06.204-0500,Academic_Unit1,User6120@virginia.edu,Submitted Data,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",Off Grounds
2016-11-18T06:26:04.915-0500,Academic_Unit1,User6229@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T06:26:04.168-0500,Academic_Unit1,User1059@virginia.edu,Submitted Data,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",Off Grounds
2016-11-18T06:26:02.491-0500,Academic_Unit1,User1864@virginia.edu,Email Opened,,
2016-11-18T06:25:55.295-0500,Academic_Unit1,User6120@virginia.edu,Clicked Link,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",Off Grounds
2016-11-18T06:25:51.530-0500,Academic_Unit1,User3688@virginia.edu,Email Opened,,
2016-11-18T06:25:49.943-0500,Academic_Unit1,User1244@virginia.edu,Submitted Data,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50",Off Grounds
2016-11-18T06:25:49.448-0500,Academic_Unit1,User1278@virginia.edu,Clicked Link,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),On Grounds
2016-11-18T06:25:48.852-0500,Academic_Unit1,User824@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T06:25:45.757-0500,Academic_Unit1,User5301@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Off Grounds
2016-11-18T06:25:43.591-0500,Academic_Unit1,User1730@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T06:25:43.152-0500,Academic_Unit1,User1132@virginia.edu,Email Sent,,
2016-11-18T06:25:43.139-0500,Academic_Unit1,User1217@virginia.edu,Email Sent,,
2016-11-18T06:25:43.097-0500,Academic_Unit1,User3761@virginia.edu,Email Sent,,
2016-11-18T06:25:43.083-0500,Academic_Unit1,User7686@virginia.edu,Email Sent,,
2016-11-18T06:25:43.068-0500,Academic_Unit1,User2785@virginia.edu,Email Sent,,
2016-11-18T06:25:43.056-0500,Academic_Unit1,User4922@virginia.edu,Email Sent,,
2016-11-18T06:25:43.042-0500,Academic_Unit1,User6189@virginia.edu,Email Sent,,
2016-11-18T06:25:43.028-0500,Academic_Unit1,User3875@virginia.edu,Email Sent,,
2016-11-18T06:25:42.987-0500,Academic_Unit1,User6204@virginia.edu,Email Sent,,
2016-11-18T06:25:42.964-0500,Academic_Unit1,User6338@virginia.edu,Email Sent,,
2016-11-18T06:25:42.951-0500,Academic_Unit1,User8716@virginia.edu,Email Sent,,
2016-11-18T06:25:42.937-0500,Academic_Unit1,User6616@virginia.edu,Email Sent,,
2016-11-18T06:25:42.923-0500,Academic_Unit1,User3632@virginia.edu,Email Sent,,
2016-11-18T06:25:42.908-0500,Academic_Unit1,User7033@virginia.edu,Email Sent,,
2016-11-18T06:25:42.870-0500,Academic_Unit1,User585@virginia.edu,Email Sent,,
2016-11-18T06:25:42.856-0500,Academic_Unit1,User4920@virginia.edu,Email Sent,,
2016-11-18T06:25:42.843-0500,Academic_Unit1,User4561@virginia.edu,Email Sent,,
2016-11-18T06:25:42.829-0500,Academic_Unit1,User2857@virginia.edu,Email Sent,,
2016-11-18T06:25:42.816-0500,Academic_Unit1,User3892@virginia.edu,Email Sent,,
2016-11-18T06:25:42.802-0500,Academic_Unit1,User3390@virginia.edu,Email Sent,,
2016-11-18T06:25:42.763-0500,Academic_Unit1,User5565@virginia.edu,Email Sent,,
2016-11-18T06:25:42.750-0500,Academic_Unit1,User6860@virginia.edu,Email Sent,,
2016-11-18T06:25:42.736-0500,Academic_Unit1,User5827@virginia.edu,Email Sent,,
2016-11-18T06:25:42.720-0500,Academic_Unit1,User3073@virginia.edu,Email Sent,,
2016-11-18T06:25:42.707-0500,Academic_Unit1,User2720@virginia.edu,Email Sent,,
2016-11-18T06:25:42.694-0500,Academic_Unit1,User7503@virginia.edu,Email Sent,,
2016-11-18T06:25:42.678-0500,Academic_Unit1,User1683@virginia.edu,Email Sent,,
2016-11-18T06:25:42.644-0500,Academic_Unit1,User6692@virginia.edu,Email Sent,,
2016-11-18T06:25:42.631-0500,Academic_Unit1,User4455@virginia.edu,Email Sent,,
2016-11-18T06:25:42.617-0500,Academic_Unit1,User4677@virginia.edu,Email Sent,,
2016-11-18T06:25:42.600-0500,Academic_Unit1,User2007@virginia.edu,Email Sent,,
2016-11-18T06:25:42.580-0500,Academic_Unit1,User1057@virginia.edu,Email Sent,,
2016-11-18T06:25:42.564-0500,Academic_Unit1,User4232@virginia.edu,Email Sent,,
2016-11-18T06:25:42.530-0500,Academic_Unit1,User6901@virginia.edu,Email Sent,,
2016-11-18T06:25:42.516-0500,Academic_Unit1,User6346@virginia.edu,Email Sent,,
2016-11-18T06:25:42.503-0500,Academic_Unit1,User3470@virginia.edu,Email Sent,,
2016-11-18T06:25:42.488-0500,Academic_Unit1,User2650@virginia.edu,Email Sent,,
2016-11-18T06:25:42.475-0500,Academic_Unit1,User2126@virginia.edu,Email Sent,,
2016-11-18T06:25:42.460-0500,Academic_Unit1,User8049@virginia.edu,Email Sent,,
2016-11-18T06:25:42.447-0500,Academic_Unit1,User3626@virginia.edu,Email Sent,,
2016-11-18T06:25:42.416-0500,Academic_Unit1,User911@virginia.edu,Email Sent,,
2016-11-18T06:25:42.403-0500,Academic_Unit1,User3283@virginia.edu,Email Sent,,
2016-11-18T06:25:42.384-0500,Academic_Unit1,User4181@virginia.edu,Email Sent,,
2016-11-18T06:25:42.369-0500,Academic_Unit1,User5937@virginia.edu,Email Sent,,
2016-11-18T06:25:42.356-0500,Academic_Unit1,User3411@virginia.edu,Email Sent,,
2016-11-18T06:25:42.343-0500,Academic_Unit1,User5300@virginia.edu,Email Sent,,
2016-11-18T06:25:42.312-0500,Academic_Unit1,User3341@virginia.edu,Email Sent,,
2016-11-18T06:25:42.299-0500,Academic_Unit1,User7556@virginia.edu,Email Sent,,
2016-11-18T06:25:42.284-0500,Academic_Unit1,User3273@virginia.edu,Email Sent,,
2016-11-18T06:25:42.272-0500,Academic_Unit1,User5470@virginia.edu,Email Sent,,
2016-11-18T06:25:42.257-0500,Academic_Unit1,User1324@virginia.edu,Email Sent,,
2016-11-18T06:25:42.244-0500,Academic_Unit1,User8405@virginia.edu,Email Sent,,
2016-11-18T06:25:42.230-0500,Academic_Unit1,User5839@virginia.edu,Email Sent,,
2016-11-18T06:25:42.192-0500,Academic_Unit1,User8761@virginia.edu,Email Sent,,
2016-11-18T06:25:42.176-0500,Academic_Unit1,User66@virginia.edu,Email Sent,,
2016-11-18T06:25:42.160-0500,Academic_Unit1,User8399@virginia.edu,Email Sent,,
2016-11-18T06:25:42.144-0500,Academic_Unit1,User7373@virginia.edu,Email Sent,,
2016-11-18T06:25:42.128-0500,Academic_Unit1,User7263@virginia.edu,Email Sent,,
2016-11-18T06:25:42.115-0500,Academic_Unit1,User6476@virginia.edu,Email Sent,,
2016-11-18T06:25:42.084-0500,Academic_Unit1,User1443@virginia.edu,Email Sent,,
2016-11-18T06:25:42.070-0500,Academic_Unit1,User535@virginia.edu,Email Sent,,
2016-11-18T06:25:42.055-0500,Academic_Unit1,User935@virginia.edu,Email Sent,,
2016-11-18T06:25:42.040-0500,Academic_Unit1,User3436@virginia.edu,Email Sent,,
2016-11-18T06:25:42.021-0500,Academic_Unit1,User475@virginia.edu,Email Sent,,
2016-11-18T06:25:42.005-0500,Academic_Unit1,User3109@virginia.edu,Email Sent,,
2016-11-18T06:25:41.970-0500,Academic_Unit1,User3880@virginia.edu,Email Sent,,
2016-11-18T06:25:41.956-0500,Academic_Unit1,User7656@virginia.edu,Email Sent,,
2016-11-18T06:25:41.940-0500,Academic_Unit1,User3165@virginia.edu,Email Sent,,
2016-11-18T06:25:41.928-0500,Academic_Unit1,User164@virginia.edu,Email Sent,,
2016-11-18T06:25:41.915-0500,Academic_Unit1,User5620@virginia.edu,Email Sent,,
2016-11-18T06:25:41.903-0500,Academic_Unit1,User4689@virginia.edu,Email Sent,,
2016-11-18T06:25:41.885-0500,Academic_Unit1,User6802@virginia.edu,Email Sent,,
2016-11-18T06:25:41.847-0500,Academic_Unit1,User1222@virginia.edu,Email Sent,,
2016-11-18T06:25:41.834-0500,Academic_Unit1,User6014@virginia.edu,Email Sent,,
2016-11-18T06:25:41.813-0500,Academic_Unit1,User6039@virginia.edu,Email Sent,,
2016-11-18T06:25:41.799-0500,Academic_Unit1,User8259@virginia.edu,Email Sent,,
2016-11-18T06:25:41.787-0500,Academic_Unit1,User4718@virginia.edu,Email Sent,,
2016-11-18T06:25:41.774-0500,Academic_Unit1,User3256@virginia.edu,Email Sent,,
2016-11-18T06:25:41.736-0500,Academic_Unit1,User1170@virginia.edu,Email Sent,,
2016-11-18T06:25:41.720-0500,Academic_Unit1,User7539@virginia.edu,Email Sent,,
2016-11-18T06:25:41.704-0500,Academic_Unit1,User792@virginia.edu,Email Sent,,
2016-11-18T06:25:41.689-0500,Academic_Unit1,User2173@virginia.edu,Email Sent,,
2016-11-18T06:25:41.673-0500,Academic_Unit1,User7458@virginia.edu,Email Sent,,
2016-11-18T06:25:41.659-0500,Academic_Unit1,User5722@virginia.edu,Email Sent,,
2016-11-18T06:25:41.615-0500,Academic_Unit1,User6278@virginia.edu,Email Sent,,
2016-11-18T06:25:41.596-0500,Academic_Unit1,User7491@virginia.edu,Email Sent,,
2016-11-18T06:25:41.583-0500,Academic_Unit1,User1419@virginia.edu,Email Sent,,
2016-11-18T06:25:41.571-0500,Academic_Unit1,User8879@virginia.edu,Email Sent,,
2016-11-18T06:25:41.556-0500,Academic_Unit1,User1495@virginia.edu,Email Sent,,
2016-11-18T06:25:41.512-0500,Academic_Unit1,User8607@virginia.edu,Email Sent,,
2016-11-18T06:25:41.499-0500,Academic_Unit1,User1070@virginia.edu,Email Sent,,
2016-11-18T06:25:41.487-0500,Academic_Unit1,User6027@virginia.edu,Email Sent,,
2016-11-18T06:25:41.474-0500,Academic_Unit1,User1759@virginia.edu,Email Sent,,
2016-11-18T06:25:41.459-0500,Academic_Unit1,User1598@virginia.edu,Email Sent,,
2016-11-18T06:25:41.446-0500,Academic_Unit1,User7476@virginia.edu,Email Sent,,
2016-11-18T06:25:41.401-0500,Academic_Unit1,User7017@virginia.edu,Email Sent,,
2016-11-18T06:25:41.380-0500,Academic_Unit1,User6133@virginia.edu,Email Sent,,
2016-11-18T06:25:41.368-0500,Academic_Unit1,User2004@virginia.edu,Email Sent,,
2016-11-18T06:25:41.352-0500,Academic_Unit1,User6633@virginia.edu,Email Sent,,
2016-11-18T06:25:41.336-0500,Academic_Unit1,User125@virginia.edu,Email Sent,,
2016-11-18T06:25:41.306-0500,Academic_Unit1,User8824@virginia.edu,Email Sent,,
2016-11-18T06:25:41.276-0500,Academic_Unit1,User5217@virginia.edu,Email Sent,,
2016-11-18T06:25:41.259-0500,Academic_Unit1,User537@virginia.edu,Email Sent,,
2016-11-18T06:25:41.244-0500,Academic_Unit1,User7616@virginia.edu,Email Sent,,
2016-11-18T06:25:41.228-0500,Academic_Unit1,User7626@virginia.edu,Email Sent,,
2016-11-18T06:25:41.214-0500,Academic_Unit1,User6041@virginia.edu,Email Sent,,
2016-11-18T06:25:41.189-0500,Academic_Unit1,User1617@virginia.edu,Email Sent,,
2016-11-18T06:25:41.153-0500,Academic_Unit1,User8574@virginia.edu,Email Sent,,
2016-11-18T06:25:41.140-0500,Academic_Unit1,User3757@virginia.edu,Email Sent,,
2016-11-18T06:25:41.124-0500,Academic_Unit1,User8739@virginia.edu,Email Sent,,
2016-11-18T06:25:41.111-0500,Academic_Unit1,User2633@virginia.edu,Email Sent,,
2016-11-18T06:25:41.098-0500,Academic_Unit1,User620@virginia.edu,Email Sent,,
2016-11-18T06:25:41.056-0500,Academic_Unit1,User6321@virginia.edu,Email Sent,,
2016-11-18T06:25:41.044-0500,Academic_Unit1,User5537@virginia.edu,Email Sent,,
2016-11-18T06:25:41.027-0500,Academic_Unit1,User4094@virginia.edu,Email Sent,,
2016-11-18T06:25:41.012-0500,Academic_Unit1,User6637@virginia.edu,Email Sent,,
2016-11-18T06:25:40.999-0500,Academic_Unit1,User5285@virginia.edu,Email Sent,,
2016-11-18T06:25:40.971-0500,Academic_Unit1,User1165@virginia.edu,Email Sent,,
2016-11-18T06:25:40.936-0500,Academic_Unit1,User885@virginia.edu,Email Sent,,
2016-11-18T06:25:40.921-0500,Academic_Unit1,User664@virginia.edu,Email Sent,,
2016-11-18T06:25:40.907-0500,Academic_Unit1,User8511@virginia.edu,Email Sent,,
2016-11-18T06:25:40.892-0500,Academic_Unit1,User1077@virginia.edu,Email Sent,,
2016-11-18T06:25:40.880-0500,Academic_Unit1,User7558@virginia.edu,Email Sent,,
2016-11-18T06:25:40.854-0500,Academic_Unit1,User3922@virginia.edu,Email Sent,,
2016-11-18T06:25:40.823-0500,Academic_Unit1,User8772@virginia.edu,Email Sent,,
2016-11-18T06:25:40.807-0500,Academic_Unit1,User4997@virginia.edu,Email Sent,,
2016-11-18T06:25:40.794-0500,Academic_Unit1,User7920@virginia.edu,Email Sent,,
2016-11-18T06:25:40.761-0500,Academic_Unit1,User1105@virginia.edu,Email Sent,,
2016-11-18T06:25:40.732-0500,Academic_Unit1,User2627@virginia.edu,Email Sent,,
2016-11-18T06:25:40.696-0500,Academic_Unit1,User6504@virginia.edu,Email Sent,,
2016-11-18T06:25:40.684-0500,Academic_Unit1,User8426@virginia.edu,Email Sent,,
2016-11-18T06:25:40.671-0500,Academic_Unit1,User950@virginia.edu,Email Sent,,
2016-11-18T06:25:40.653-0500,Academic_Unit1,User6961@virginia.edu,Email Sent,,
2016-11-18T06:25:40.628-0500,Academic_Unit1,User8294@virginia.edu,Email Sent,,
2016-11-18T06:25:40.595-0500,Academic_Unit1,User5265@virginia.edu,Email Sent,,
2016-11-18T06:25:40.580-0500,Academic_Unit1,User8810@virginia.edu,Email Sent,,
2016-11-18T06:25:40.567-0500,Academic_Unit1,User4678@virginia.edu,Email Sent,,
2016-11-18T06:25:40.552-0500,Academic_Unit1,User2590@virginia.edu,Email Sent,,
2016-11-18T06:25:40.536-0500,Academic_Unit1,User2341@virginia.edu,Email Sent,,
2016-11-18T06:25:40.510-0500,Academic_Unit1,User1492@virginia.edu,Email Sent,,
2016-11-18T06:25:40.475-0500,Academic_Unit1,User3669@virginia.edu,Email Sent,,
2016-11-18T06:25:40.462-0500,Academic_Unit1,User1328@virginia.edu,Email Sent,,
2016-11-18T06:25:40.447-0500,Academic_Unit1,User2345@virginia.edu,Clicked Link,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),On Grounds
2016-11-18T06:25:40.390-0500,Academic_Unit1,User3948@virginia.edu,Email Sent,,
2016-11-18T06:25:40.284-0500,Academic_Unit1,User8196@virginia.edu,Email Sent,,
2016-11-18T06:25:40.252-0500,Academic_Unit1,User523@virginia.edu,Email Sent,,
2016-11-18T06:25:40.239-0500,Academic_Unit1,User6530@virginia.edu,Email Sent,,
2016-11-18T06:25:40.227-0500,Academic_Unit1,User4037@virginia.edu,Email Sent,,
2016-11-18T06:25:40.210-0500,Academic_Unit1,User8629@virginia.edu,Email Sent,,
2016-11-18T06:25:40.183-0500,Academic_Unit1,User1748@virginia.edu,Email Sent,,
2016-11-18T06:25:40.168-0500,Academic_Unit1,User7900@virginia.edu,Email Sent,,
2016-11-18T06:25:40.139-0500,Academic_Unit1,User6022@virginia.edu,Email Sent,,
2016-11-18T06:25:40.124-0500,Academic_Unit1,User5572@virginia.edu,Email Sent,,
2016-11-18T06:25:40.111-0500,Academic_Unit1,User1928@virginia.edu,Email Sent,,
2016-11-18T06:25:40.090-0500,Academic_Unit1,User5194@virginia.edu,Email Sent,,
2016-11-18T06:25:40.064-0500,Academic_Unit1,User2629@virginia.edu,Email Sent,,
2016-11-18T06:25:40.051-0500,Academic_Unit1,User7532@virginia.edu,Email Sent,,
2016-11-18T06:25:40.022-0500,Academic_Unit1,User614@virginia.edu,Email Sent,,
2016-11-18T06:25:40.008-0500,Academic_Unit1,User4498@virginia.edu,Email Sent,,
2016-11-18T06:25:39.993-0500,Academic_Unit1,User5213@virginia.edu,Email Sent,,
2016-11-18T06:25:39.977-0500,Academic_Unit1,User5534@virginia.edu,Email Sent,,
2016-11-18T06:25:39.950-0500,Academic_Unit1,User611@virginia.edu,Email Sent,,
2016-11-18T06:25:39.935-0500,Academic_Unit1,User5477@virginia.edu,Email Sent,,
2016-11-18T06:25:39.908-0500,Academic_Unit1,User5655@virginia.edu,Email Sent,,
2016-11-18T06:25:39.894-0500,Academic_Unit1,User6849@virginia.edu,Email Sent,,
2016-11-18T06:25:39.873-0500,Academic_Unit1,User787@virginia.edu,Email Sent,,
2016-11-18T06:25:39.847-0500,Academic_Unit1,User494@virginia.edu,Email Sent,,
2016-11-18T06:25:39.832-0500,Academic_Unit1,User6111@virginia.edu,Email Sent,,
2016-11-18T06:25:39.816-0500,Academic_Unit1,User7291@virginia.edu,Email Sent,,
2016-11-18T06:25:39.788-0500,Academic_Unit1,User1580@virginia.edu,Email Sent,,
2016-11-18T06:25:39.772-0500,Academic_Unit1,User5450@virginia.edu,Email Sent,,
2016-11-18T06:25:39.759-0500,Academic_Unit1,User4755@virginia.edu,Email Sent,,
2016-11-18T06:25:39.732-0500,Academic_Unit1,User6519@virginia.edu,Email Sent,,
2016-11-18T06:25:39.715-0500,Academic_Unit1,User899@virginia.edu,Email Sent,,
2016-11-18T06:25:39.683-0500,Academic_Unit1,User3260@virginia.edu,Email Sent,,
2016-11-18T06:25:39.668-0500,Academic_Unit1,User1322@virginia.edu,Email Sent,,
2016-11-18T06:25:39.647-0500,Academic_Unit1,User6694@virginia.edu,Email Sent,,
2016-11-18T06:25:39.620-0500,Academic_Unit1,User2468@virginia.edu,Email Sent,,
2016-11-18T06:25:39.607-0500,Academic_Unit1,User4639@virginia.edu,Email Sent,,
2016-11-18T06:25:39.591-0500,Academic_Unit1,User4588@virginia.edu,Email Sent,,
2016-11-18T06:25:39.563-0500,Academic_Unit1,User3466@virginia.edu,Email Sent,,
2016-11-18T06:25:39.548-0500,Academic_Unit1,User2174@virginia.edu,Email Sent,,
2016-11-18T06:25:39.535-0500,Academic_Unit1,User6988@virginia.edu,Email Sent,,
2016-11-18T06:25:39.507-0500,Academic_Unit1,User8224@virginia.edu,Email Sent,,
2016-11-18T06:25:39.494-0500,Academic_Unit1,User6679@virginia.edu,Email Sent,,
2016-11-18T06:25:39.476-0500,Academic_Unit1,User8065@virginia.edu,Email Sent,,
2016-11-18T06:25:39.448-0500,Academic_Unit1,User2130@virginia.edu,Email Sent,,
2016-11-18T06:25:39.428-0500,Academic_Unit1,User4705@virginia.edu,Email Sent,,
2016-11-18T06:25:39.401-0500,Academic_Unit1,User8893@virginia.edu,Email Sent,,
2016-11-18T06:25:39.388-0500,Academic_Unit1,User2020@virginia.edu,Email Sent,,
2016-11-18T06:25:39.374-0500,Academic_Unit1,User4069@virginia.edu,Email Sent,,
2016-11-18T06:25:39.360-0500,Academic_Unit1,User2793@virginia.edu,Email Sent,,
2016-11-18T06:25:39.332-0500,Academic_Unit1,User3653@virginia.edu,Email Sent,,
2016-11-18T06:25:39.319-0500,Academic_Unit1,User2722@virginia.edu,Email Sent,,
2016-11-18T06:25:39.288-0500,Academic_Unit1,User4407@virginia.edu,Email Sent,,
2016-11-18T06:25:39.276-0500,Academic_Unit1,User5666@virginia.edu,Email Sent,,
2016-11-18T06:25:39.263-0500,Academic_Unit1,User6188@virginia.edu,Email Sent,,
2016-11-18T06:25:39.251-0500,Academic_Unit1,User2077@virginia.edu,Email Sent,,
2016-11-18T06:25:39.215-0500,Academic_Unit1,User2406@virginia.edu,Email Sent,,
2016-11-18T06:25:39.201-0500,Academic_Unit1,User1667@virginia.edu,Email Sent,,
2016-11-18T06:25:39.172-0500,Academic_Unit1,User274@virginia.edu,Email Sent,,
2016-11-18T06:25:39.160-0500,Academic_Unit1,User3244@virginia.edu,Email Sent,,
2016-11-18T06:25:39.146-0500,Academic_Unit1,User7049@virginia.edu,Email Sent,,
2016-11-18T06:25:39.113-0500,Academic_Unit1,User4923@virginia.edu,Email Sent,,
2016-11-18T06:25:39.099-0500,Academic_Unit1,User628@virginia.edu,Email Sent,,
2016-11-18T06:25:39.086-0500,Academic_Unit1,User3272@virginia.edu,Email Sent,,
2016-11-18T06:25:39.060-0500,Academic_Unit1,User8719@virginia.edu,Email Sent,,
2016-11-18T06:25:39.044-0500,Academic_Unit1,User393@virginia.edu,Email Sent,,
2016-11-18T06:25:39.031-0500,Academic_Unit1,User8211@virginia.edu,Email Sent,,
2016-11-18T06:25:38.996-0500,Academic_Unit1,User7265@virginia.edu,Email Sent,,
2016-11-18T06:25:38.983-0500,Academic_Unit1,User3103@virginia.edu,Email Sent,,
2016-11-18T06:25:38.970-0500,Academic_Unit1,User6689@virginia.edu,Email Sent,,
2016-11-18T06:25:38.943-0500,Academic_Unit1,User4344@virginia.edu,Email Sent,,
2016-11-18T06:25:38.928-0500,Academic_Unit1,User639@virginia.edu,Email Sent,,
2016-11-18T06:25:38.916-0500,Academic_Unit1,User5351@virginia.edu,Email Sent,,
2016-11-18T06:25:38.887-0500,Academic_Unit1,User4336@virginia.edu,Email Sent,,
2016-11-18T06:25:38.872-0500,Academic_Unit1,User4934@virginia.edu,Email Sent,,
2016-11-18T06:25:38.858-0500,Academic_Unit1,User2808@virginia.edu,Email Sent,,
2016-11-18T06:25:38.830-0500,Academic_Unit1,User725@virginia.edu,Email Sent,,
2016-11-18T06:25:38.810-0500,Academic_Unit1,User3471@virginia.edu,Email Sent,,
2016-11-18T06:25:38.796-0500,Academic_Unit1,User5629@virginia.edu,Email Sent,,
2016-11-18T06:25:38.768-0500,Academic_Unit1,User3181@virginia.edu,Email Sent,,
2016-11-18T06:25:38.755-0500,Academic_Unit1,User3629@virginia.edu,Email Sent,,
2016-11-18T06:25:38.727-0500,Academic_Unit1,User8487@virginia.edu,Email Sent,,
2016-11-18T06:25:38.715-0500,Academic_Unit1,User7563@virginia.edu,Email Sent,,
2016-11-18T06:25:38.700-0500,Academic_Unit1,User3945@virginia.edu,Email Sent,,
2016-11-18T06:25:38.687-0500,Academic_Unit1,User1117@virginia.edu,Email Sent,,
2016-11-18T06:25:38.656-0500,Academic_Unit1,User7199@virginia.edu,Email Sent,,
2016-11-18T06:25:38.640-0500,Academic_Unit1,User5810@virginia.edu,Email Sent,,
2016-11-18T06:25:38.612-0500,Academic_Unit1,User167@virginia.edu,Email Sent,,
2016-11-18T06:25:38.591-0500,Academic_Unit1,User6425@virginia.edu,Email Sent,,
2016-11-18T06:25:38.576-0500,Academic_Unit1,User2831@virginia.edu,Email Sent,,
2016-11-18T06:25:38.561-0500,Academic_Unit1,User401@virginia.edu,Email Sent,,
2016-11-18T06:25:38.530-0500,Academic_Unit1,User5332@virginia.edu,Email Sent,,
2016-11-18T06:25:38.503-0500,Academic_Unit1,User2735@virginia.edu,Email Sent,,
2016-11-18T06:25:38.491-0500,Academic_Unit1,User8551@virginia.edu,Email Sent,,
2016-11-18T06:25:38.476-0500,Academic_Unit1,User8388@virginia.edu,Email Sent,,
